"TimePeriod","Region","ObsValue","State"
2019,"Goulburn Mulwaree",31490,"New South Wales"
2016,"Goulburn Mulwaree",30261,"New South Wales"
2022,"Goulburn Mulwaree",32428,"New South Wales"
2018,"Goulburn Mulwaree",31072,"New South Wales"
2015,"Goulburn Mulwaree",29815,"New South Wales"
2013,"Goulburn Mulwaree",29187,"New South Wales"
2020,"Goulburn Mulwaree",31934,"New South Wales"
2019,"Goyder",4156,"South Australia"
2020,"Goyder",4136,"South Australia"
2023,"Goyder",4132,"South Australia"
2016,"Goyder",4240,"South Australia"
2018,"Goyder",4179,"South Australia"
2014,"Goyder",4256,"South Australia"
2021,"Goyder",4138,"South Australia"
2015,"Goyder",4251,"South Australia"
2022,"Goyder",4143,"South Australia"
2017,"Goyder",4225,"South Australia"
2013,"Goyder",4254,"South Australia"
2017,"Grant",8483,"South Australia"
2018,"Grant",8567,"South Australia"
2019,"Grant",8672,"South Australia"
2013,"Grant",7993,"South Australia"
2014,"Grant",8144,"South Australia"
2020,"Grant",8763,"South Australia"
2016,"Grant",8417,"South Australia"
2015,"Grant",8282,"South Australia"
2022,"Grant",8926,"South Australia"
2021,"Grant",8862,"South Australia"
2023,"Grant",9044,"South Australia"
2013,"Greater Bendigo",105957,"Victoria"
2014,"Greater Bendigo",107955,"Victoria"
2022,"Greater Bendigo",122704,"Victoria"
2018,"Greater Bendigo",116186,"Victoria"
2016,"Greater Bendigo",112267,"Victoria"
2021,"Greater Bendigo",121272,"Victoria"
2019,"Greater Bendigo",118214,"Victoria"
2015,"Greater Bendigo",109908,"Victoria"
2023,"Greater Bendigo",124174,"Victoria"
2017,"Greater Bendigo",114265,"Victoria"
2020,"Greater Bendigo",119958,"Victoria"
2016,"Greater Dandenong",160222,"Victoria"
2014,"Greater Dandenong",152135,"Victoria"
2015,"Greater Dandenong",156061,"Victoria"
2019,"Greater Dandenong",166296,"Victoria"
2020,"Greater Dandenong",165648,"Victoria"
2013,"Greater Dandenong",148502,"Victoria"
2022,"Greater Dandenong",159294,"Victoria"
2023,"Greater Dandenong",163792,"Victoria"
2017,"Greater Dandenong",162924,"Victoria"
2021,"Greater Dandenong",160100,"Victoria"
2018,"Greater Dandenong",164895,"Victoria"
2018,"Greater Geelong",253175,"Victoria"
2021,"Greater Geelong",270932,"Victoria"
2020,"Greater Geelong",266036,"Victoria"
2015,"Greater Geelong",232926,"Victoria"
2022,"Greater Geelong",276601,"Victoria"
2019,"Greater Geelong",260134,"Victoria"
2017,"Greater Geelong",246384,"Victoria"
2016,"Greater Geelong",239529,"Victoria"
2023,"Greater Geelong",282809,"Victoria"
2014,"Greater Geelong",227744,"Victoria"
2013,"Greater Geelong",223357,"Victoria"
2016,"Greater Geraldton",39567,"Western Australia"
2015,"Greater Geraldton",39958,"Western Australia"
2013,"Greater Geraldton",39838,"Western Australia"
2018,"Greater Geraldton",39976,"Western Australia"
2014,"Greater Geraldton",40114,"Western Australia"
2017,"Greater Geraldton",39692,"Western Australia"
2022,"Greater Geraldton",41515,"Western Australia"
2019,"Greater Geraldton",40173,"Western Australia"
2020,"Greater Geraldton",40641,"Western Australia"
2021,"Greater Geraldton",41182,"Western Australia"
2023,"Greater Geraldton",41914,"Western Australia"
2023,"Greater Hume Shire",11445,NA
2015,"Greater Hume Shire",10441,NA
2022,"Greater Hume Shire",11266,NA
2014,"Greater Hume Shire",10318,NA
2016,"Greater Hume Shire",10519,NA
2017,"Greater Hume Shire",10601,NA
2018,"Greater Hume Shire",10701,NA
2021,"Greater Hume Shire",11109,NA
2013,"Greater Hume Shire",10220,NA
2019,"Greater Hume Shire",10801,NA
2020,"Greater Hume Shire",10931,NA
2019,"Greater Shepparton",67733,"Victoria"
2021,"Greater Shepparton",68526,"Victoria"
2017,"Greater Shepparton",65955,"Victoria"
2016,"Greater Shepparton",65072,"Victoria"
2023,"Greater Shepparton",69135,"Victoria"
2022,"Greater Shepparton",68964,"Victoria"
2015,"Greater Shepparton",64489,"Victoria"
2014,"Greater Shepparton",63919,"Victoria"
2018,"Greater Shepparton",66826,"Victoria"
2020,"Greater Shepparton",68474,"Victoria"
2013,"Greater Shepparton",63244,"Victoria"
2021,"Griffith",27195,"New South Wales"
2019,"Griffith",27102,"New South Wales"
2014,"Griffith",25942,"New South Wales"
2015,"Griffith",26171,"New South Wales"
2022,"Griffith",27015,"New South Wales"
2020,"Griffith",27249,"New South Wales"
2023,"Griffith",27132,"New South Wales"
2017,"Griffith",26653,"New South Wales"
2018,"Griffith",26896,"New South Wales"
2013,"Griffith",25705,"New South Wales"
2016,"Griffith",26356,"New South Wales"
2013,"Gunnedah",12481,"New South Wales"
2016,"Gunnedah",12491,"New South Wales"
2015,"Gunnedah",12447,"New South Wales"
2020,"Gunnedah",13024,"New South Wales"
2018,"Gunnedah",12799,"New South Wales"
2023,"Gunnedah",13280,"New South Wales"
2022,"Gunnedah",13143,"New South Wales"
2019,"Gunnedah",12921,"New South Wales"
2014,"Gunnedah",12468,"New South Wales"
2017,"Gunnedah",12662,"New South Wales"
2021,"Gunnedah",13088,"New South Wales"
2018,"Gwydir",5191,"New South Wales"
2013,"Gwydir",5218,"New South Wales"
2014,"Gwydir",5250,"New South Wales"
2019,"Gwydir",5124,"New South Wales"
2017,"Gwydir",5244,"New South Wales"
2015,"Gwydir",5302,"New South Wales"
2020,"Gwydir",5019,"New South Wales"
2016,"Gwydir",5326,"New South Wales"
2022,"Gwydir",4923,"New South Wales"
2023,"Gwydir",4940,"New South Wales"
2021,"Gwydir",4912,"New South Wales"
2015,"Gympie",49540,"Queensland"
2013,"Gympie",48491,"Queensland"
2016,"Gympie",50327,"Queensland"
2014,"Gympie",49089,"Queensland"
2017,"Gympie",51110,"Queensland"
2020,"Gympie",53021,"Queensland"
2021,"Gympie",53851,"Queensland"
2018,"Gympie",51665,"Queensland"
2019,"Gympie",52489,"Queensland"
2022,"Gympie",55108,"Queensland"
2023,"Gympie",56166,"Queensland"
2022,"Halls Creek",4113,"Western Australia"
2023,"Halls Creek",4136,"Western Australia"
2021,"Halls Creek",4038,"Western Australia"
2015,"Halls Creek",3656,"Western Australia"
2016,"Halls Creek",3593,"Western Australia"
2020,"Halls Creek",3932,"Western Australia"
2017,"Halls Creek",3619,"Western Australia"
2019,"Halls Creek",3783,"Western Australia"
2013,"Halls Creek",3810,"Western Australia"
2014,"Halls Creek",3734,"Western Australia"
2018,"Halls Creek",3714,"Western Australia"
2019,"Harvey",28540,"Western Australia"
2016,"Harvey",26890,"Western Australia"
2013,"Harvey",25657,"Western Australia"
2015,"Harvey",26656,"Western Australia"
2018,"Harvey",28086,"Western Australia"
2021,"Harvey",29625,"Western Australia"
2017,"Harvey",27358,"Western Australia"
2020,"Harvey",29076,"Western Australia"
2023,"Harvey",30790,"Western Australia"
2022,"Harvey",30165,"Western Australia"
2014,"Harvey",26186,"Western Australia"
2015,"Hawkesbury",65890,"New South Wales"
2018,"Hawkesbury",66989,"New South Wales"
2022,"Hawkesbury",67862,"New South Wales"
2021,"Hawkesbury",67605,"New South Wales"
2013,"Hawkesbury",65145,"New South Wales"
2023,"Hawkesbury",68156,"New South Wales"
2014,"Hawkesbury",65503,"New South Wales"
2019,"Hawkesbury",67244,"New South Wales"
2017,"Hawkesbury",66708,"New South Wales"
2016,"Hawkesbury",66346,"New South Wales"
2020,"Hawkesbury",67578,"New South Wales"
2015,"Hay",2994,"New South Wales"
2014,"Hay",3005,"New South Wales"
2017,"Hay",2978,"New South Wales"
2018,"Hay",2958,"New South Wales"
2013,"Hay",3016,"New South Wales"
2020,"Hay",2910,"New South Wales"
2022,"Hay",2834,"New South Wales"
2021,"Hay",2885,"New South Wales"
2016,"Hay",2984,"New South Wales"
2019,"Hay",2933,"New South Wales"
2023,"Hay",2830,"New South Wales"
2017,"Hepburn",15708,"Victoria"
2018,"Hepburn",15902,"Victoria"
2021,"Hepburn",16485,"Victoria"
2019,"Hepburn",16105,"Victoria"
2013,"Hepburn",15022,"Victoria"
2015,"Hepburn",15334,"Victoria"
2016,"Hepburn",15525,"Victoria"
2020,"Hepburn",16339,"Victoria"
2014,"Hepburn",15184,"Victoria"
2023,"Hepburn",16670,"Victoria"
2022,"Hepburn",16573,"Victoria"
2023,"Hilltops",19255,"New South Wales"
2022,"Hilltops",19238,"New South Wales"
2014,"Hilltops",18776,"New South Wales"
2016,"Hilltops",18756,"New South Wales"
2017,"Hilltops",18906,"New South Wales"
2013,"Hilltops",18783,"New South Wales"
2021,"Hilltops",19223,"New South Wales"
2020,"Hilltops",19205,"New South Wales"
2018,"Hilltops",19019,"New South Wales"
2015,"Hilltops",18760,"New South Wales"
2019,"Hilltops",19131,"New South Wales"
2020,"Hinchinbrook",10911,"Queensland"
2017,"Hinchinbrook",10950,"Queensland"
2021,"Hinchinbrook",10990,"Queensland"
2015,"Hinchinbrook",11181,"Queensland"
2018,"Hinchinbrook",10944,"Queensland"
2013,"Hinchinbrook",11613,"Queensland"
2022,"Hinchinbrook",11087,"Queensland"
2014,"Hinchinbrook",11412,"Queensland"
2023,"Hinchinbrook",11118,"Queensland"
2016,"Hinchinbrook",10968,"Queensland"
2019,"Hinchinbrook",10891,"Queensland"
2023,"Hindmarsh",5559,"Victoria"
2013,"Hindmarsh",5852,"Victoria"
2022,"Hindmarsh",5601,"Victoria"
2019,"Hindmarsh",5668,"Victoria"
2020,"Hindmarsh",5668,"Victoria"
2017,"Hindmarsh",5728,"Victoria"
2021,"Hindmarsh",5656,"Victoria"
2014,"Hindmarsh",5844,"Victoria"
2015,"Hindmarsh",5808,"Victoria"
2016,"Hindmarsh",5784,"Victoria"
2018,"Hindmarsh",5691,"Victoria"
2021,"Hobart",55947,"Tasmania"
2022,"Hobart",56018,"Tasmania"
2019,"Hobart",55482,"Tasmania"
2020,"Hobart",56208,"Tasmania"
2023,"Hobart",55964,"Tasmania"
2013,"Hobart",50839,"Tasmania"
2014,"Hobart",51232,"Tasmania"
2015,"Hobart",51591,"Tasmania"
2016,"Hobart",52018,"Tasmania"
2017,"Hobart",53231,"Tasmania"
2018,"Hobart",54286,"Tasmania"
2019,"Hobsons Bay",95818,"Victoria"
2018,"Hobsons Bay",95150,"Victoria"
2023,"Hobsons Bay",93738,"Victoria"
2014,"Hobsons Bay",90417,"Victoria"
2015,"Hobsons Bay",91674,"Victoria"
2020,"Hobsons Bay",95193,"Victoria"
2021,"Hobsons Bay",92267,"Victoria"
2016,"Hobsons Bay",93445,"Victoria"
2013,"Hobsons Bay",89188,"Victoria"
2017,"Hobsons Bay",94543,"Victoria"
2022,"Hobsons Bay",91864,"Victoria"
2021,"Holdfast Bay",37857,"South Australia"
2015,"Holdfast Bay",36425,"South Australia"
2018,"Holdfast Bay",37002,"South Australia"
2020,"Holdfast Bay",37724,"South Australia"
2019,"Holdfast Bay",37413,"South Australia"
2017,"Holdfast Bay",36696,"South Australia"
2014,"Holdfast Bay",36354,"South Australia"
2023,"Holdfast Bay",38766,"South Australia"
2016,"Holdfast Bay",36537,"South Australia"
2022,"Holdfast Bay",38056,"South Australia"
2013,"Holdfast Bay",36282,"South Australia"
2013,"Hope Vale",1043,"Queensland"
2022,"Hope Vale",1004,"Queensland"
2014,"Hope Vale",1030,"Queensland"
2019,"Hope Vale",1013,"Queensland"
2021,"Hope Vale",998,"Queensland"
2023,"Hope Vale",1026,"Queensland"
2020,"Hope Vale",1007,"Queensland"
2018,"Hope Vale",1011,"Queensland"
2015,"Hope Vale",1009,"Queensland"
2016,"Hope Vale",1014,"Queensland"
2017,"Hope Vale",1005,"Queensland"
2018,"Hornsby",151809,"New South Wales"
2017,"Hornsby",149601,"New South Wales"
2015,"Hornsby",146147,"New South Wales"
2021,"Hornsby",152263,"New South Wales"
2020,"Hornsby",154037,"New South Wales"
2022,"Hornsby",151771,"New South Wales"
2019,"Hornsby",153216,"New South Wales"
2016,"Hornsby",147385,"New South Wales"
2014,"Hornsby",145262,"New South Wales"
2013,"Hornsby",144458,"New South Wales"
2023,"Hornsby",154072,"New South Wales"
2017,"Horsham",19977,"Victoria"
2019,"Horsham",20200,"Victoria"
2013,"Horsham",19694,"Victoria"
2015,"Horsham",19792,"Victoria"
2016,"Horsham",19884,"Victoria"
2021,"Horsham",20376,"Victoria"
2023,"Horsham",20315,"Victoria"
2022,"Horsham",20348,"Victoria"
2018,"Horsham",20064,"Victoria"
2014,"Horsham",19748,"Victoria"
2020,"Horsham",20385,"Victoria"
2017,"Hume",216249,"Victoria"
2018,"Hume",225526,"Victoria"
2016,"Hume",207041,"Victoria"
2015,"Hume",198176,"Victoria"
2021,"Hume",246920,"Victoria"
2019,"Hume",235370,"Victoria"
2013,"Hume",184873,"Victoria"
2023,"Hume",262764,"Victoria"
2020,"Hume",243643,"Victoria"
2014,"Hume",191278,"Victoria"
2022,"Hume",253182,"Victoria"
2019,"Hunters Hill",14427,"New South Wales"
2021,"Hunters Hill",13596,"New South Wales"
2018,"Hunters Hill",14563,"New South Wales"
2020,"Hunters Hill",14269,"New South Wales"
2015,"Hunters Hill",14540,"New South Wales"
2016,"Hunters Hill",14656,"New South Wales"
2022,"Hunters Hill",13924,"New South Wales"
2023,"Hunters Hill",14036,"New South Wales"
2017,"Hunters Hill",14621,"New South Wales"
2014,"Hunters Hill",14428,"New South Wales"
2013,"Hunters Hill",14242,"New South Wales"
2015,"Huon Valley",16361,"Tasmania"
2023,"Huon Valley",19454,"Tasmania"
2013,"Huon Valley",16111,"Tasmania"
2014,"Huon Valley",16243,"Tasmania"
2018,"Huon Valley",17380,"Tasmania"
2021,"Huon Valley",18797,"Tasmania"
2017,"Huon Valley",16937,"Tasmania"
2022,"Huon Valley",19215,"Tasmania"
2019,"Huon Valley",17818,"Tasmania"
2016,"Huon Valley",16563,"Tasmania"
2020,"Huon Valley",18289,"Tasmania"
2016,"Indigo",16165,"Victoria"
2023,"Indigo",17662,"Victoria"
2022,"Indigo",17425,"Victoria"
2021,"Indigo",17251,"Victoria"
2020,"Indigo",17115,"Victoria"
2013,"Indigo",15605,"Victoria"
